helysegnev;tipus;megye;Járás neve;Járás székhelye;terulet;lakossag;lakosokszama
Tiszaszalka;község;Szabolcs-Szatmár-Bereg;Vásárosnaményi;Vásárosnamény;1 496;841;348
Tiszaszentimre;község;Jász-Nagykun-Szolnok;Tiszafüredi;Tiszafüred;6 561;1823;979
Tiszaszentmárton;község;Szabolcs-Szatmár-Bereg;Záhonyi;Záhony;1 446;1079;404
Tiszasziget;község;Csongrád-Csanád;Szegedi;Szeged;2 688;1684;646
Tiszaszőlős;község;Jász-Nagykun-Szolnok;Tiszafüredi;Tiszafüred;4 779;1199;685
Tiszatardos;község;Borsod-Abaúj-Zemplén;Tokaji;Tokaj;893;225;164
Tiszatarján;község;Borsod-Abaúj-Zemplén;Mezőcsáti;Mezőcsát;4 039;1320;482
Tiszatelek;község;Szabolcs-Szatmár-Bereg;Ibrányi;Ibrány;3 379;1273;518
Tiszatenyő;község;Jász-Nagykun-Szolnok;Törökszentmiklósi;Törökszentmiklós;2 355;1500;655
Tiszaug;község;Bács-Kiskun;Tiszakécskei;Tiszakécske;2 504;885;416
Tiszaújváros;város;Borsod-Abaúj-Zemplén;Tiszaújvárosi;Tiszaújváros;4 604;15479;7483
Tiszavalk;község;Borsod-Abaúj-Zemplén;Mezőkövesdi;Mezőkövesd;1 154;301;178
Tiszavárkony;község;Jász-Nagykun-Szolnok;Szolnoki;Szolnok;3 562;1489;723
Tiszavasvári;város;Szabolcs-Szatmár-Bereg;Tiszavasvári;Tiszavasvári;12 853;12338;4501
Tiszavid;község;Szabolcs-Szatmár-Bereg;Vásárosnaményi;Vásárosnamény;1 075;535;185
Tisztaberek;község;Szabolcs-Szatmár-Bereg;Fehérgyarmati;Fehérgyarmat;1 823;607;228
Tivadar;község;Szabolcs-Szatmár-Bereg;Fehérgyarmati;Fehérgyarmat;480;168;86
Tóalmás;község;Pest;Nagykátai;Nagykáta;3 940;3990;1639
Tófalu;község;Heves;Füzesabonyi;Füzesabony;1 448;554;264
Tófej;község;Zala;Zalaegerszegi;Zalaegerszeg;1 532;640;286
Tófű;község;Baranya;Komlói;Komló;434;101;58
Tokaj;város;Borsod-Abaúj-Zemplén;Tokaji;Tokaj;2 820;3801;1701
Tokod;nagyközség;Komárom-Esztergom;Esztergomi;Esztergom;1 491;4206;1638
Tokodaltáró;község;Komárom-Esztergom;Esztergomi;Esztergom;527;2993;1049
Tokorcs;község;Vas;Celldömölki;Celldömölk;640;371;169
Tolcsva;község;Borsod-Abaúj-Zemplén;Sárospataki;Sárospatak;1 648;1517;741
Told;község;Hajdú-Bihar;Berettyóújfalui;Berettyóújfalu;1 491;295;99
Tolmács;község;Nógrád;Rétsági;Rétság;1 221;697;343
Tolna;város;Tolna;Tolnai;Tolna;7 107;10697;4569
Tolnanémedi;község;Tolna;Tamási;Tamási;2 195;922;508
Tomajmonostora;község;Jász-Nagykun-Szolnok;Kunhegyesi;Kunhegyes;1 376;712;346
Tomor;község;Borsod-Abaúj-Zemplén;Edelényi;Edelény;1 289;210;106
Tompa;város;Bács-Kiskun;Kiskunhalasi;Kiskunhalas;8 157;3966;1943
Tompaládony;község;Vas;Sárvári;Sárvár;944;320;170
Tordas;község;Fejér;Martonvásári;Martonvásár;1 676;2305;741
Tormafölde;község;Zala;Lenti;Lenti;1 886;332;180
Tormás;község;Baranya;Hegyháti;Sásd;2 470;247;125
Tormásliget;község;Vas;Kőszegi;Kőszeg;753;283;128
Tornabarakony;község;Borsod-Abaúj-Zemplén;Edelényi;Edelény;819;26;42
Tornakápolna;község;Borsod-Abaúj-Zemplén;Edelényi;Edelény;402;18;35
Tornanádaska;község;Borsod-Abaúj-Zemplén;Edelényi;Edelény;783;777;124
Tornaszentandrás;község;Borsod-Abaúj-Zemplén;Edelényi;Edelény;1 565;165;131
Tornaszentjakab;község;Borsod-Abaúj-Zemplén;Edelényi;Edelény;2 822;210;126
Tornyiszentmiklós;község;Zala;Lenti;Lenti;1 856;480;302
Tornyosnémeti;község;Borsod-Abaúj-Zemplén;Gönci;Gönc;1 406;553;256
Tornyospálca;község;Szabolcs-Szatmár-Bereg;Kisvárdai;Kisvárda;4 361;2287;944
Torony;község;Vas;Szombathelyi;Szombathely;1 283;1949;728
Torvaj;község;Somogy;Tabi;Tab;1 142;198;144
Tószeg;község;Jász-Nagykun-Szolnok;Szolnoki;Szolnok;5 917;4231;1820
Tótkomlós;város;Békés;Orosházi;Orosháza;12 505;5299;2855
Tótszentgyörgy;község;Baranya;Szigetvári;Szigetvár;750;135;67
Tótszentmárton;község;Zala;Letenyei;Letenye;1 017;692;311
Tótszerdahely;község;Zala;Letenyei;Letenye;1 229;1084;421
Tótújfalu;község;Somogy;Barcsi;Barcs;1 327;206;143
Tótvázsony;község;Veszprém;Veszprémi;Veszprém;4 251;1396;483
Tök;község;Pest;Budakeszi;Budakeszi;2 474;1470;488
Tököl;város;Pest;Szigetszentmiklósi;Szigetszentmiklós;3 849;11332;4172
Töltéstava;község;Győr-Moson-Sopron;Győri;Győr;2 317;2566;768
Tömörd;község;Vas;Kőszegi;Kőszeg;1 536;287;112
Tömörkény;község;Csongrád-Csanád;Csongrádi;Csongrád;5 391;1632;868
Törökbálint;város;Pest;Érdi;Érd;2 941;14741;5244
Törökkoppány;község;Somogy;Tabi;Tab;2 580;448;225
Törökszentmiklós;város;Jász-Nagykun-Szolnok;Törökszentmiklósi;Törökszentmiklós;18 516;19380;8988
Törtel;község;Pest;Ceglédi;Cegléd;8 416;4206;1817
Töttös;község;Baranya;Bólyi;Bóly;2 299;535;244
Trizs;község;Borsod-Abaúj-Zemplén;Putnoki;Putnok;1 025;168;103
Tunyogmatolcs;község;Szabolcs-Szatmár-Bereg;Fehérgyarmati;Fehérgyarmat;2 628;2255;924
Tura;város;Pest;Aszódi;Aszód;5 592;7735;3000
Túristvándi;község;Szabolcs-Szatmár-Bereg;Fehérgyarmati;Fehérgyarmat;1 522;666;249
Túrkeve;város;Jász-Nagykun-Szolnok;Mezőtúri;Mezőtúr;23 652;7859;3933
Túrony;község;Baranya;Siklósi;Siklós;940;245;101
Túrricse;község;Szabolcs-Szatmár-Bereg;Fehérgyarmati;Fehérgyarmat;1 299;563;221
Tuzsér;nagyközség;Szabolcs-Szatmár-Bereg;Záhonyi;Záhony;1 552;3223;1007
Türje;község;Zala;Zalaszentgróti;Zalaszentgrót;3 823;1568;693
Tüskevár;község;Veszprém;Devecseri;Devecser;1 701;535;268
Tyukod;nagyközség;Szabolcs-Szatmár-Bereg;Csengeri;Csenger;6 218;1846;875
Udvar;község;Baranya;Mohácsi;Mohács;440;122;66
Udvari;község;Tolna;Tamási;Tamási;1 944;268;137
Ugod;község;Veszprém;Pápai;Pápa;6 279;1241;576
Újbarok;község;Fejér;Bicskei;Bicske;149;460;199
Újcsanálos;község;Borsod-Abaúj-Zemplén;Miskolci;Miskolc;1 220;777;312
Újdombrád;község;Szabolcs-Szatmár-Bereg;Kisvárdai;Kisvárda;1 078;612;211
Újfehértó;város;Szabolcs-Szatmár-Bereg;Nyíregyházi;Nyíregyháza;14 092;12218;4788
Újhartyán;város;Pest;Dabasi;Dabas;2 245;2832;1146
Újiráz;község;Hajdú-Bihar;Berettyóújfalui;Berettyóújfalu;1 546;456;258
Újireg;község;Tolna;Tamási;Tamási;1 090;253;133
Újkenéz;község;Szabolcs-Szatmár-Bereg;Kisvárdai;Kisvárda;969;943;352
Újkér;község;Győr-Moson-Sopron;Soproni;Sopron;3 238;981;424
Újkígyós;város;Békés;Békéscsabai;Békéscsaba;5 492;4683;2206
Újlengyel;község;Pest;Dabasi;Dabas;2 625;1747;722
Újléta;község;Hajdú-Bihar;Nyíradonyi;Nyíradony;3 042;1037;419
Újlőrincfalva;község;Heves;Füzesabonyi;Füzesabony;4 808;196;126
Újpetre;község;Baranya;Siklósi;Siklós;1 671;974;381
Újrónafő;község;Győr-Moson-Sopron;Mosonmagyaróvári;Mosonmagyaróvár;4 864;847;320
Újsolt;község;Bács-Kiskun;Kalocsai;Kalocsa;3 298;155;117
Újszalonta;község;Békés;Sarkadi;Sarkad;2 083;88;71
Újszász;város;Jász-Nagykun-Szolnok;Szolnoki;Szolnok;5 820;5879;2503
Újszentiván;község;Csongrád-Csanád;Szegedi;Szeged;1 549;1880;710
Újszentmargita;község;Hajdú-Bihar;Balmazújvárosi;Balmazújváros;9 622;1307;593
Újszilvás;község;Pest;Ceglédi;Cegléd;3 898;2612;1154
Újtelek;község;Bács-Kiskun;Kalocsai;Kalocsa;956;364;253
Újtikos;község;Hajdú-Bihar;Hajdúnánási;Hajdúnánás;3 529;771;387
Újudvar;község;Zala;Nagykanizsai;Nagykanizsa;1 631;891;370
Újvárfalva;község;Somogy;Kaposvári;Kaposvár;1 222;240;125
Ukk;község;Veszprém;Sümegi;Sümeg;1 387;284;151
Und;község;Győr-Moson-Sopron;Soproni;Sopron;679;334;165
Úny;község;Komárom-Esztergom;Esztergomi;Esztergom;1 158;748;322
Uppony;község;Borsod-Abaúj-Zemplén;Ózdi;Ózd;1 281;274;209
Ura;község;Szabolcs-Szatmár-Bereg;Csengeri;Csenger;3 234;508;263
Uraiújfalu;község;Vas;Sárvári;Sárvár;1 908;831;390
Úrhida;község;Fejér;Székesfehérvári;Székesfehérvár;725;2626;946
Úri;község;Pest;Nagykátai;Nagykáta;2 219;2552;986
Úrkút;község;Veszprém;Ajkai;Ajka;2 013;1917;763
Uszka;község;Szabolcs-Szatmár-Bereg;Fehérgyarmati;Fehérgyarmat;735;479;110
Uszód;község;Bács-Kiskun;Kalocsai;Kalocsa;2 446;846;466
Uzsa;község;Veszprém;Tapolcai;Tapolca;1 150;307;151
Üllés;nagyközség;Csongrád-Csanád;Mórahalmi;Mórahalom;4 993;3039;1477
Üllő;város;Pest;Vecsési;Vecsés;4 810;12611;4650
Üröm;község;Pest;Pilisvörösvári;Pilisvörösvár;666;8260;3079
Vác;város;Pest;Váci;Vác;6 160;34040;15796
Vácduka;község;Pest;Váci;Vác;840;1770;577
Vácegres;község;Pest;Aszódi;Aszód;1 367;891;302
Váchartyán;község;Pest;Váci;Vác;1 211;1766;678
Váckisújfalu;község;Pest;Váci;Vác;1 070;488;173
Vácrátót;község;Pest;Váci;Vác;1 809;2324;850
Vácszentlászló;község;Pest;Gödöllői;Gödöllő;2 987;2176;792
Vadna;község;Borsod-Abaúj-Zemplén;Kazincbarcikai;Kazincbarcika;787;631;265
Vadosfa;község;Győr-Moson-Sopron;Kapuvári;Kapuvár;419;90;45
Vág;község;Győr-Moson-Sopron;Csornai;Csorna;1 403;473;289
Vágáshuta;község;Borsod-Abaúj-Zemplén;Sátoraljaújhelyi;Sátoraljaújhely;205;88;114
Vaja;város;Szabolcs-Szatmár-Bereg;Mátészalkai;Mátészalka;2 861;3402;1177
Vajdácska;község;Borsod-Abaúj-Zemplén;Sárospataki;Sárospatak;2 277;1174;461
Vajszló;nagyközség;Baranya;Sellyei;Sellye;1 771;1622;698
Vajta;község;Fejér;Sárbogárdi;Sárbogárd;2 343;791;388
Vál;község;Fejér;Martonvásári;Martonvásár;4 048;2558;984
Valkó;nagyközség;Pest;Gödöllői;Gödöllő;3 759;2519;869
Valkonya;község;Zala;Letenyei;Letenye;755;50;41
Vállaj;község;Szabolcs-Szatmár-Bereg;Mátészalkai;Mátészalka;2 227;904;440
Vállus;község;Zala;Keszthelyi;Keszthely;2 180;105;64
Vámosatya;község;Szabolcs-Szatmár-Bereg;Vásárosnaményi;Vásárosnamény;2 412;507;239
Vámoscsalád;község;Vas;Sárvári;Sárvár;1 178;270;154
Vámosgyörk;község;Heves;Gyöngyösi;Gyöngyös;2 182;1884;775
Vámosmikola;község;Pest;Szobi;Szob;2 527;1461;656
Vámosoroszi;község;Szabolcs-Szatmár-Bereg;Fehérgyarmati;Fehérgyarmat;1 315;460;175
Vámospércs;város;Hajdú-Bihar;Nyíradonyi;Nyíradony;5 819;5083;2061
Vámosújfalu;község;Borsod-Abaúj-Zemplén;Sárospataki;Sárospatak;1 064;673;323
Vámosszabadi;község;Győr-Moson-Sopron;Győri;Győr;2 237;2856;1237
Váncsod;község;Hajdú-Bihar;Berettyóújfalui;Berettyóújfalu;3 443;1040;518
Vanyarc;község;Nógrád;Pásztói;Pásztó;3 223;1130;499
Vanyola;község;Veszprém;Pápai;Pápa;1 951;509;254
Várad;község;Baranya;Szigetvári;Szigetvár;793;132;43
Váralja;község;Tolna;Bonyhádi;Bonyhád;2 113;753;359
Varászló;község;Somogy;Marcali;Marcali;1 276;136;93
Váraszó;község;Heves;Pétervásárai;Pétervására;2 705;478;227
Várbalog;község;Győr-Moson-Sopron;Mosonmagyaróvári;Mosonmagyaróvár;2 270;411;256
Varbó;község;Borsod-Abaúj-Zemplén;Miskolci;Miskolc;2 588;1036;420
Varbóc;község;Borsod-Abaúj-Zemplén;Edelényi;Edelény;1 010;54;59
Várda;község;Somogy;Kaposvári;Kaposvár;1 036;422;184
Várdomb;község;Tolna;Szekszárdi;Szekszárd;956;1089;441
Várfölde;község;Zala;Letenyei;Letenye;1 487;189;99
Varga;község;Baranya;Hegyháti;Sásd;836;95;50
Várgesztes;község;Komárom-Esztergom;Tatabányai;Tatabánya;1 204;702;261
Várkesző;község;Veszprém;Pápai;Pápa;641;156;110
Várong;község;Tolna;Dombóvári;Dombóvár;663;112;87
Városföld;község;Bács-Kiskun;Kecskeméti;Kecskemét;6 165;2149;848
Városlőd;község;Veszprém;Ajkai;Ajka;2 227;1233;528
Várpalota;város;Veszprém;Várpalotai;Várpalota;7 726;19624;8867
Varsád;község;Tolna;Tamási;Tamási;2 156;337;174
Varsány;község;Nógrád;Szécsényi;Szécsény;2 558;1489;630
Várvölgy;község;Zala;Keszthelyi;Keszthely;2 504;936;456
Vasad;község;Pest;Monori;Monor;3 341;1989;784
Vasalja;község;Vas;Körmendi;Körmend;1 124;298;150
Vásárosbéc;község;Baranya;Szigetvári;Szigetvár;2 401;185;91
Vásárosdombó;község;Baranya;Hegyháti;Sásd;1 174;1010;380
Vásárosfalu;község;Győr-Moson-Sopron;Kapuvári;Kapuvár;420;142;70
Vásárosmiske;község;Vas;Sárvári;Sárvár;1 342;348;189
Vásárosnamény;város;Szabolcs-Szatmár-Bereg;Vásárosnaményi;Vásárosnamény;6 567;7976;3424
Vasasszonyfa;község;Vas;Szombathelyi;Szombathely;1 065;397;164
Vasboldogasszony;község;Zala;Zalaegerszegi;Zalaegerszeg;1 175;544;203
Vasegerszeg;község;Vas;Sárvári;Sárvár;1 272;330;144
Vashosszúfalu;község;Vas;Sárvári;Sárvár;1 392;357;200
Vaskeresztes;község;Vas;Szombathelyi;Szombathely;912;340;148
Vaskút;nagyközség;Bács-Kiskun;Bajai;Baja;7 149;3142;1372
Vasmegyer;község;Szabolcs-Szatmár-Bereg;Kemecsei;Kemecse;2 274;1672;555
Vaspör;község;Zala;Zalaegerszegi;Zalaegerszeg;1 345;321;204
Vassurány;község;Vas;Szombathelyi;Szombathely;1 009;733;270
Vasvár;város;Vas;Vasvári;Vasvár;5 510;3946;1924
Vaszar;község;Veszprém;Pápai;Pápa;3 369;1517;652
Vászoly;község;Veszprém;Balatonfüredi;Balatonfüred;854;283;130
Vasszécseny;község;Vas;Szombathelyi;Szombathely;1 795;1307;493
Vasszentmihály;község;Vas;Szentgotthárdi;Szentgotthárd;641;351;167
Vasszilvágy;község;Vas;Szombathelyi;Szombathely;1 180;392;166
Vát;község;Vas;Szombathelyi;Szombathely;2 327;609;254
Vatta;község;Borsod-Abaúj-Zemplén;Mezőkövesdi;Mezőkövesd;2 334;806;366
Vázsnok;község;Baranya;Hegyháti;Sásd;475;111;65
Vécs;község;Heves;Gyöngyösi;Gyöngyös;2 566;611;371
Vecsés;város;Pest;Vecsési;Vecsés;3 617;21352;8445
Végegyháza;község;Békés;Mezőkovácsházai;Mezőkovácsháza;2 894;1125;695
Vejti;község;Baranya;Sellyei;Sellye;976;145;80
Vékény;község;Baranya;Komlói;Komló;936;133;62
Vekerd;község;Hajdú-Bihar;Berettyóújfalui;Berettyóújfalu;741;113;94
Velem;község;Vas;Kőszegi;Kőszeg;861;373;211
Velemér;község;Vas;Körmendi;Körmend;955;74;57
Velence;város;Fejér;Gárdonyi;Gárdony;3 337;7538;3578
Velény;község;Baranya;Szentlőrinci;Szentlőrinc;709;124;63
Véménd;község;Baranya;Mohácsi;Mohács;3 181;1163;574
Vének;község;Győr-Moson-Sopron;Győri;Győr;689;207;91
Vép;város;Vas;Szombathelyi;Szombathely;3 289;3252;1206
Vereb;község;Fejér;Gárdonyi;Gárdony;2 232;821;318
Veresegyház;város;Pest;Gödöllői;Gödöllő;2 868;20783;7794
Verőce;község;Pest;Szobi;Szob;2 033;4159;1658
Verpelét;város;Heves;Egri;Eger;5 318;3709;1552
Verseg;község;Pest;Aszódi;Aszód;2 957;1275;513
Versend;község;Baranya;Bólyi;Bóly;1 413;897;294
Vértesacsa;község;Fejér;Bicskei;Bicske;3 619;1769;708
Vértesboglár;község;Fejér;Bicskei;Bicske;2 321;920;364
Vérteskethely;község;Komárom-Esztergom;Kisbéri;Kisbér;1 746;542;243
Vértessomló;község;Komárom-Esztergom;Tatabányai;Tatabánya;2 229;1367;572
Vértestolna;község;Komárom-Esztergom;Tatai;Tata;1 695;571;267
Vértesszőlős;község;Komárom-Esztergom;Tatabányai;Tatabánya;1 712;3538;1427
Vése;község;Somogy;Marcali;Marcali;4 292;703;316
Veszkény;község;Győr-Moson-Sopron;Kapuvári;Kapuvár;1 035;976;419
Veszprém;megyeszékhely, megyei jogú város;Veszprém;Veszprémi;Veszprém;12 692;56777;27643
Veszprémfajsz;község;Veszprém;Veszprémi;Veszprém;1 174;260;93
Veszprémgalsa;község;Veszprém;Sümegi;Sümeg;871;265;136
Veszprémvarsány;község;Győr-Moson-Sopron;Pannonhalmi;Pannonhalma;2 118;998;419
Vésztő;város;Békés;Szeghalmi;Szeghalom;12 570;6207;2868
Vezseny;község;Jász-Nagykun-Szolnok;Szolnoki;Szolnok;2 517;608;341
Vid;község;Veszprém;Devecseri;Devecser;317;114;63
Vigántpetend;község;Veszprém;Tapolcai;Tapolca;1 119;202;108
Villány;város;Baranya;Siklósi;Siklós;2 202;1982;961
Villánykövesd;község;Baranya;Siklósi;Siklós;749;214;116
Vilmány;község;Borsod-Abaúj-Zemplén;Gönci;Gönc;1 251;1436;398
Vilonya;község;Veszprém;Várpalotai;Várpalota;1 350;675;249
Vilyvitány;község;Borsod-Abaúj-Zemplén;Sátoraljaújhelyi;Sátoraljaújhely;1 312;287;162
Vinár;község;Veszprém;Pápai;Pápa;460;210;90
Vindornyafok;község;Zala;Keszthelyi;Keszthely;350;115;68
Vindornyalak;község;Zala;Keszthelyi;Keszthely;451;100;53
Vindornyaszőlős;község;Zala;Keszthelyi;Keszthely;1 055;345;168
Visegrád;város;Pest;Szentendrei;Szentendre;3 327;1789;772
Visnye;község;Somogy;Kaposvári;Kaposvár;2 438;203;107
Visonta;község;Heves;Gyöngyösi;Gyöngyös;2 529;1154;512
Viss;község;Borsod-Abaúj-Zemplén;Sárospataki;Sárospatak;1 391;494;279
Visz;község;Somogy;Fonyódi;Fonyód;602;156;97
Viszák;község;Vas;Körmendi;Körmend;1 013;254;111
Viszló;község;Borsod-Abaúj-Zemplén;Edelényi;Edelény;1 110;61;61
Visznek;község;Heves;Gyöngyösi;Gyöngyös;2 273;1077;530
Vitnyéd;község;Győr-Moson-Sopron;Kapuvári;Kapuvár;3 225;1440;552
Vízvár;község;Somogy;Barcsi;Barcs;3 224;448;322
Vizslás;község;Nógrád;Salgótarjáni;Salgótarján;1 012;1149;538
Vizsoly;község;Borsod-Abaúj-Zemplén;Gönci;Gönc;1 840;921;309
Vokány;község;Baranya;Siklósi;Siklós;1 709;791;341
Vonyarcvashegy;nagyközség;Zala;Keszthelyi;Keszthely;1 429;2408;1524
Vöckönd;község;Zala;Zalaegerszegi;Zalaegerszeg;279;101;45
Völcsej;község;Győr-Moson-Sopron;Soproni;Sopron;931;400;172
Vönöck;község;Vas;Celldömölki;Celldömölk;1 760;647;333
Vöröstó;község;Veszprém;Veszprémi;Veszprém;619;104;43
Vörs;község;Somogy;Marcali;Marcali;2 265;469;270
Zabar;község;Nógrád;Salgótarjáni;Salgótarján;1 817;471;220
Zádor;község;Baranya;Szigetvári;Szigetvár;1 522;285;132
Zádorfalva;község;Borsod-Abaúj-Zemplén;Putnoki;Putnok;1 375;437;162
Zagyvarékas;község;Jász-Nagykun-Szolnok;Szolnoki;Szolnok;3 171;3562;1455
Zagyvaszántó;község;Heves;Hatvani;Hatvan;952;1828;782
Záhony;város;Szabolcs-Szatmár-Bereg;Záhonyi;Záhony;694;3780;1830
Zajk;község;Zala;Letenyei;Letenye;1 239;209;98
Zajta;község;Szabolcs-Szatmár-Bereg;Fehérgyarmati;Fehérgyarmat;918;393;148
Zákány;község;Somogy;Csurgói;Csurgó;869;1069;561
Zákányfalu;község;Somogy;Csurgói;Csurgó;709;373;235
Zákányszék;község;Csongrád-Csanád;Mórahalmi;Mórahalom;6 609;2647;1390
Zala;község;Somogy;Tabi;Tab;924;230;124
Zalaapáti;község;Zala;Keszthelyi;Keszthely;2 342;1626;603
Zalabaksa;község;Zala;Lenti;Lenti;1 611;598;266
Zalabér;község;Zala;Zalaszentgróti;Zalaszentgrót;1 278;707;337
Zalaboldogfa;község;Zala;Zalaegerszegi;Zalaegerszeg;1 147;353;148
Zalacsány;község;Zala;Keszthelyi;Keszthely;1 607;1008;508
Zalacséb;község;Zala;Zalaegerszegi;Zalaegerszeg;963;468;198
Zalaegerszeg;megyeszékhely, megyei jogú város;Zala;Zalaegerszegi;Zalaegerszeg;10 246;55433;27908
Zalaerdőd;község;Veszprém;Sümegi;Sümeg;1 769;231;165
Zalagyömörő;község;Veszprém;Sümegi;Sümeg;1 111;428;190
Zalahaláp;község;Veszprém;Tapolcai;Tapolca;2 413;1162;490
Zalaháshágy;község;Zala;Zalaegerszegi;Zalaegerszeg;1 213;362;163
Zalaigrice;község;Zala;Zalaegerszegi;Zalaegerszeg;773;92;63
Zalaistvánd;község;Zala;Zalaegerszegi;Zalaegerszeg;1 080;337;158
Zalakaros;város;Zala;Nagykanizsai;Nagykanizsa;1 717;2337;1202
Zalakomár;nagyközség;Zala;Nagykanizsai;Nagykanizsa;5 488;2786;1047
Zalaköveskút;község;Zala;Keszthelyi;Keszthely;227;41;28
Zalalövő;város;Zala;Zalaegerszegi;Zalaegerszeg;5 264;2736;1236
Zalameggyes;község;Veszprém;Sümegi;Sümeg;256;56;38
Zalamerenye;község;Zala;Nagykanizsai;Nagykanizsa;1 399;190;140
Zalasárszeg;község;Zala;Nagykanizsai;Nagykanizsa;304;113;66
Zalaszabar;község;Zala;Nagykanizsai;Nagykanizsa;1 695;509;263
Zalaszántó;község;Zala;Keszthelyi;Keszthely;3 773;889;536
Zalaszegvár;község;Veszprém;Sümegi;Sümeg;684;139;71
Zalaszentbalázs;község;Zala;Nagykanizsai;Nagykanizsa;2 099;790;345
Zalaszentgrót;város;Zala;Zalaszentgróti;Zalaszentgrót;7 465;5775;2899
Zalaszentgyörgy;község;Zala;Zalaegerszegi;Zalaegerszeg;983;437;153
Zalaszentiván;község;Zala;Zalaegerszegi;Zalaegerszeg;1 310;1025;413
Zalaszentjakab;község;Zala;Nagykanizsai;Nagykanizsa;701;286;151
Zalaszentlászló;község;Zala;Zalaszentgróti;Zalaszentgrót;1 966;751;377
Zalaszentlőrinc;község;Zala;Zalaegerszegi;Zalaegerszeg;489;252;124
Zalaszentmárton;község;Zala;Keszthelyi;Keszthely;498;56;53
Zalaszentmihály;község;Zala;Zalaegerszegi;Zalaegerszeg;2 084;938;457
Zalaszombatfa;község;Zala;Lenti;Lenti;589;44;39
Zaláta;község;Baranya;Sellyei;Sellye;2 183;208;131
Zalatárnok;község;Zala;Zalaegerszegi;Zalaegerszeg;2 595;609;339
Zalaújlak;község;Zala;Nagykanizsai;Nagykanizsa;965;103;86
Zalavár;község;Zala;Keszthelyi;Keszthely;3 106;871;409
Zalavég;község;Zala;Zalaszentgróti;Zalaszentgrót;1 211;337;200
Zalkod;község;Borsod-Abaúj-Zemplén;Sárospataki;Sárospatak;1 020;187;134
Zamárdi;város;Somogy;Siófoki;Siófok;4 515;2752;2107
Zámoly;község;Fejér;Székesfehérvári;Székesfehérvár;4 850;2232;847
Zánka;község;Veszprém;Balatonfüredi;Balatonfüred;1 956;1015;529
Zaránk;község;Heves;Hevesi;Heves;1 453;456;293
Závod;község;Tolna;Bonyhádi;Bonyhád;1 291;259;141
Zebecke;község;Zala;Lenti;Lenti;445;61;45
Zebegény;község;Pest;Szobi;Szob;963;1286;584
Zemplénagárd;község;Borsod-Abaúj-Zemplén;Cigándi;Cigánd;2 909;613;346
Zengővárkony;község;Baranya;Pécsváradi;Pécsvárad;1 671;414;171
Zichyújfalu;község;Fejér;Gárdonyi;Gárdony;1 082;877;279
Zics;község;Somogy;Tabi;Tab;1 501;324;158
Ziliz;község;Borsod-Abaúj-Zemplén;Edelényi;Edelény;926;369;129
Zimány;község;Somogy;Kaposvári;Kaposvár;1 297;527;185
Zirc;város;Veszprém;Zirci;Zirc;3 740;6522;2778
Zók;község;Baranya;Szentlőrinci;Szentlőrinc;893;252;113
Zomba;község;Tolna;Bonyhádi;Bonyhád;5 729;1849;822
Zubogy;község;Borsod-Abaúj-Zemplén;Putnoki;Putnok;1 143;445;221
Zsadány;község;Békés;Sarkadi;Sarkad;6 584;1497;707
Zsáka;nagyközség;Hajdú-Bihar;Berettyóújfalui;Berettyóújfalu;7 879;1401;682
Zsámbék;város;Pest;Budakeszi;Budakeszi;3 366;5786;1943
Zsámbok;község;Pest;Gödöllői;Gödöllő;2 335;2353;996
Zsana;község;Bács-Kiskun;Kiskunhalasi;Kiskunhalas;8 794;663;405
